id,AgeAbove35,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
27366,0,False,Undergraduate,1,Man,False,Dev,6,3,Brazil,68724.0,"['Elixir', 'JavaScript', 'Node.js', 'Ruby', 'Docker', 'Git', 'Yarn', 'Ruby on Rails', 'Vue.js', 'AWS', 'DigitalOcean', 'Heroku', 'MariaDB', 'MySQL', 'PostgreSQL']",15,0
27367,0,False,Undergraduate,1,Man,False,Dev,12,6,Canada,44320.0,"['Bash/Shell', 'C++', 'HTML/CSS', 'JavaScript', 'Node.js', 'PHP', 'Python', 'SQL', 'TypeScript', 'Docker', 'Git', 'Unreal Engine', 'Angular', 'Django', 'jQuery', 'Laravel', 'Symfony', 'Vue.js', 'MongoDB', 'MySQL']",20,1
27368,0,False,Other,1,Man,True,Dev,8,4,Brazil,12372.0,"['Bash/Shell', 'Dart', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Node.js', 'PHP', 'Python', 'Git', 'jQuery', 'Google Cloud Platform', 'Firebase', 'SQLite']",15,1
27369,0,False,Master,1,Man,False,Dev,5,4,United States of America,102000.0,"['Groovy', 'HTML/CSS', 'JavaScript', 'Node.js', 'TypeScript', 'Git', 'React.js', 'Google Cloud Platform', 'Microsoft SQL Server', 'Oracle']",10,1
27370,0,False,Master,1,Man,False,NotDev,2,2,Ireland,54049.0,['Python'],1,0
27371,0,False,Undergraduate,1,NonBinary,False,Dev,18,12,India,25968.0,"['Bash/Shell', 'C#', 'C++', 'Perl', 'Python', 'Docker', 'Git']",7,0
27372,0,False,Undergraduate,1,Man,False,Dev,6,2,Ecuador,12000.0,"['Java', 'JavaScript', 'Python', 'SQL', 'Docker', 'Git', 'React.js', 'Spring', 'Elasticsearch', 'MongoDB', 'PostgreSQL']",11,0
27373,0,False,Undergraduate,1,Man,False,Dev,8,5,Poland,48600.0,"['Bash/Shell', 'Groovy', 'Java', 'Kotlin', 'Python', 'Git', 'Firebase']",7,0
27374,0,False,Undergraduate,1,Man,True,Dev,8,4,Ireland,49725.0,"['C#', 'Java', 'JavaScript', 'Node.js', 'PowerShell', 'Python', 'R', 'SQL', 'Docker', 'Git', 'Express', 'React.js', 'Spring', 'Microsoft Azure', 'MySQL', 'Oracle']",16,1
27375,1,False,Undergraduate,1,Man,False,NotDev,23,23,Canada,75631.0,"['HTML/CSS', 'JavaScript', 'PHP', 'R', 'SQL', 'VBA', 'MariaDB', 'Microsoft SQL Server', 'MySQL', 'PostgreSQL']",10,0
27376,0,False,Undergraduate,1,Woman,False,Dev,4,4,India,10056.0,"['HTML/CSS', 'JavaScript', 'TypeScript', 'Gatsby', 'React.js', 'DigitalOcean', 'Heroku']",7,0
27377,0,False,Undergraduate,1,Man,False,Dev,12,7,Philippines,18960.0,"['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'Scala', 'SQL', 'TypeScript', 'Ansible', 'Docker', 'Git', 'Kubernetes', 'Angular', 'Spring', 'AWS', 'Google Cloud Platform', 'Elasticsearch', 'PostgreSQL']",18,1
27378,1,False,Undergraduate,1,Man,True,Dev,5,7,Canada,90758.0,"['HTML/CSS', 'Python', 'SQL', 'TypeScript', 'Git', 'Angular', 'FastAPI', 'React.js', 'MySQL', 'PostgreSQL', 'SQLite']",11,0
27379,0,False,Master,1,Man,False,Dev,10,5,France,41077.0,"['Delphi', 'HTML/CSS', 'JavaScript', 'Node.js', 'Python', 'SQL', 'TypeScript', 'Docker', 'Git', 'Yarn', 'Angular', 'Express', 'React.js', 'AWS', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis']",18,1
27380,1,False,PhD,1,Woman,True,Dev,20,2,Canada,63722.0,"['HTML/CSS', 'JavaScript', 'Node.js', 'Python', 'TypeScript', 'Git', 'Django', 'FastAPI', 'React.js', 'PostgreSQL', 'SQLite']",11,1
27381,0,False,Master,1,Woman,False,Dev,10,7,United States of America,130000.0,"['HTML/CSS', 'JavaScript', 'TypeScript', 'Docker', 'Git', 'Angular', 'Angular.js', 'jQuery', 'Vue.js', 'AWS']",10,0
27382,1,False,Master,1,Man,False,Dev,15,9,United States of America,180000.0,"['JavaScript', 'Python', 'SQL', 'Git', 'Flask', 'AWS']",6,0
27383,1,False,Undergraduate,0,Man,False,Dev,20,15,Albania,52980.0,"['Assembly', 'C', 'C#', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'Matlab', 'Node.js', 'Perl', 'PHP', 'SQL', 'TypeScript', 'Docker', 'Git', 'Angular', 'Angular.js', 'ASP.NET', 'ASP.NET Core ', 'Drupal', 'Express', 'jQuery', 'Laravel', 'Symfony', 'Vue.js', 'AWS', 'DigitalOcean', 'Cassandra', 'MariaDB', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']",35,1
27384,1,False,Undergraduate,1,Man,False,Dev,30,11,United States of America,162000.0,"['Bash/Shell', 'C#', 'HTML/CSS', 'Java', 'JavaScript', 'PowerShell', 'Python', 'SQL', 'VBA', 'Docker', 'Git', 'Yarn', 'Django', 'Flask', 'jQuery', 'AWS', 'Google Cloud Platform', 'Microsoft Azure', 'Elasticsearch', 'Firebase', 'Microsoft SQL Server', 'PostgreSQL', 'Redis']",23,1
27385,0,False,Other,1,Man,False,Dev,6,4,India,5364.0,"['PHP', 'Python', 'Docker', 'Git', 'Flask', 'Laravel', 'AWS', 'Google Cloud Platform', 'MariaDB', 'MongoDB', 'MySQL']",11,0
27386,0,False,Other,1,Man,True,Dev,23,15,Finland,54049.0,"['HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'TypeScript', 'Git', 'DigitalOcean']",7,1
27387,0,False,Undergraduate,1,Man,True,Dev,5,4,Brazil,16488.0,"['C++', 'Java', 'Spring']",3,0
27388,1,False,Other,1,Man,False,NotDev,21,18,United States of America,90000.0,"['Bash/Shell', 'HTML/CSS', 'Docker', 'Git', 'Drupal', 'MariaDB', 'MySQL']",7,0
27389,1,False,Undergraduate,1,Man,False,Dev,26,17,Australia,90861.0,"['Bash/Shell', 'C', 'C++', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'PHP', 'PowerShell', 'Python', 'Rust', 'SQL', 'Docker', 'Git', 'Angular', 'Angular.js', 'Django', 'Flask', 'jQuery', 'Laravel', 'React.js', 'Vue.js', 'AWS', 'Google Cloud Platform', 'Microsoft Azure', 'MariaDB', 'MongoDB', 'PostgreSQL', 'Redis', 'SQLite']",31,1
27390,0,False,Other,0,Man,False,Dev,2,0,Colombia,7068.0,"['Java', 'JavaScript', 'Git', 'Angular.js', 'FastAPI', 'Spring', 'AWS', 'MySQL']",8,0
27391,0,False,Undergraduate,1,Man,False,Dev,11,7,United States of America,75000.0,"['Assembly', 'C', 'Python', 'Git']",4,0
27392,0,False,Other,1,Man,False,Dev,7,3,South Korea,39404.0,"['Java', 'JavaScript', 'Docker', 'Git', 'Kubernetes', 'jQuery', 'Spring', 'AWS', 'DynamoDB', 'Elasticsearch', 'MariaDB', 'MySQL', 'Oracle']",13,0
27393,1,False,Undergraduate,1,Man,False,Dev,23,22,United Kingdom of Great Britain and Northern Ireland,77584.0,"['HTML/CSS', 'Java', 'JavaScript', 'SQL', 'Ansible', 'Docker', 'Git', 'Gatsby', 'React.js', 'AWS', 'Microsoft Azure', 'Microsoft SQL Server']",12,0
27394,1,False,Master,0,Man,False,Dev,15,7,France,103776.0,"['HTML/CSS', 'JavaScript', 'Python', 'Git', 'Django', 'React.js', 'AWS', 'Heroku', 'MySQL', 'PostgreSQL', 'SQLite']",11,0
27395,0,False,Undergraduate,1,Man,False,Dev,7,2,United States of America,75000.0,"['HTML/CSS', 'JavaScript', 'Kotlin', 'Node.js', 'Python', 'Git', 'Express', 'Vue.js', 'AWS', 'DynamoDB']",10,0
27396,0,False,NoHigherEd,1,Man,True,Dev,15,7,Japan,40468.0,"['C#', 'Docker', 'Git', 'Unity 3D', 'Google Cloud Platform', 'MySQL', 'Redis']",7,0
27397,1,False,Master,1,Man,False,Dev,25,20,Germany,58373.0,"['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'Node.js', 'PowerShell', 'SQL', 'TypeScript', 'Git', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'React.js', 'Microsoft Azure', 'MariaDB', 'Microsoft SQL Server']",16,1
27398,1,False,Undergraduate,1,Man,False,Dev,35,21,United States of America,86000.0,"['C#', 'JavaScript', 'SQL', 'Git', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'Microsoft Azure', 'Microsoft SQL Server']",9,1
27399,0,False,NoHigherEd,1,Man,True,Dev,13,7,Italy,34591.0,"['C#', 'JavaScript', 'SQL', 'ASP.NET', 'Vue.js', 'Microsoft Azure', 'Microsoft SQL Server']",7,0
27400,0,False,Undergraduate,1,Man,False,Dev,8,5,India,12566.0,"['HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'TypeScript', 'Flow', 'Git', 'Yarn', 'Angular', 'Angular.js', 'jQuery', 'React.js', 'AWS', 'Heroku', 'DynamoDB', 'MySQL']",16,0
27401,0,False,Master,1,Man,True,Dev,7,4,Slovakia,25944.0,"['C#', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript', 'Docker', 'Git', 'Unity 3D', 'Angular', 'ASP.NET Core ', 'Flask', 'PostgreSQL', 'SQLite']",14,1
27402,1,False,Undergraduate,1,Man,False,Dev,27,24,United States of America,150000.0,"['Bash/Shell', 'Ruby', 'Terraform', 'Ruby on Rails', 'AWS', 'Heroku', 'PostgreSQL']",7,0
27403,0,False,Undergraduate,1,Man,False,Dev,6,1,Paraguay,8088.0,"['HTML/CSS', 'JavaScript', 'Python', 'Ruby', 'SQL', 'Git', 'Django', 'React.js', 'Heroku', 'MySQL', 'PostgreSQL']",11,0
27404,1,False,Undergraduate,1,Man,True,Dev,8,7,Japan,67447.0,"['HTML/CSS', 'JavaScript', 'Node.js', 'PHP', 'SQL', 'TypeScript', 'Git', 'Express', 'jQuery', 'React.js', 'Microsoft Azure', 'MongoDB', 'MySQL']",13,1
27405,1,False,Master,1,Man,False,Dev,22,20,Spain,25944.0,"['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'ASP.NET', 'Microsoft SQL Server', 'PostgreSQL', 'SQLite']",8,1
27406,0,False,Undergraduate,1,Man,False,Dev,11,10,Brazil,29688.0,"['Go', 'HTML/CSS', 'JavaScript', 'Node.js', 'SQL', 'Docker', 'Git', 'Kubernetes', 'Yarn', 'Vue.js', 'DigitalOcean', 'Google Cloud Platform', 'Heroku', 'Elasticsearch', 'Firebase', 'PostgreSQL', 'Redis', 'SQLite']",18,0
27407,0,False,Undergraduate,1,Man,False,Dev,7,1,Egypt,6924.0,"['C++', 'Dart', 'Java', 'Kotlin', 'Git', 'Firebase']",6,0
27408,0,False,Undergraduate,1,Man,False,Dev,5,2,India,23460.0,"['Bash/Shell', 'Dart', 'Go', 'HTML/CSS', 'JavaScript', 'Node.js', 'Python', 'SQL', 'TypeScript', 'Ansible', 'Docker', 'Git', 'Kubernetes', 'Terraform', 'Django', 'Express', 'FastAPI', 'Flask', 'Gatsby', 'React.js', 'AWS', 'DigitalOcean', 'Google Cloud Platform', 'Heroku', 'DynamoDB', 'Elasticsearch', 'Firebase', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']",32,1
27409,0,False,NoHigherEd,1,Man,False,Dev,18,8,Italy,27025.0,"['Bash/Shell', 'C#', 'Go', 'JavaScript', 'Node.js', 'PHP', 'PowerShell', 'Python', 'Rust', 'SQL', 'TypeScript', 'Ansible', 'Deno', 'Docker', 'Git', 'Terraform', 'ASP.NET', 'ASP.NET Core ', 'Flask', 'React.js', 'Spring', 'Vue.js', 'AWS', 'Microsoft Azure', 'Couchbase', 'MariaDB', 'Microsoft SQL Server', 'PostgreSQL', 'Redis', 'SQLite']",30,1
27410,0,False,Master,1,NonBinary,False,NotDev,8,4,France,48644.0,"['HTML/CSS', 'JavaScript', 'Matlab', 'PowerShell', 'Python', 'R', 'SQL', 'VBA', 'Git', 'Xamarin', 'AWS', 'Google Cloud Platform', 'Microsoft Azure', 'Microsoft SQL Server', 'MySQL', 'Oracle', 'PostgreSQL']",17,0
27411,1,False,Other,0,Man,False,Dev,18,17,United Kingdom of Great Britain and Northern Ireland,77556.0,"['HTML/CSS', 'JavaScript', 'PHP', 'Python', 'SQL', 'Git', 'Laravel', 'Vue.js', 'AWS', 'MariaDB', 'MySQL']",11,0
27412,1,False,PhD,0,Man,False,Dev,48,38,United States of America,130000.0,"['C#', 'C++', 'PowerShell', 'Python', 'Microsoft SQL Server']",5,0
27413,0,False,Other,1,Woman,True,NotDev,12,6,United States of America,60000.0,"['JavaScript', 'VBA', 'Flow', 'Microsoft Azure', 'Microsoft SQL Server']",5,0
27414,1,False,Master,1,Man,False,Dev,21,15,Ukraine,48936.0,"['Java', 'JavaScript', 'PHP', 'Python', 'Scala', 'SQL', 'TypeScript', 'Docker', 'Git', 'Yarn', 'Django', 'Flask', 'React.js', 'Spring', 'Symfony', 'AWS', 'Google Cloud Platform', 'DynamoDB', 'Firebase', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']",24,1
27415,0,False,Master,1,Man,True,Dev,21,6,Germany,97288.0,"['Bash/Shell', 'Java', 'JavaScript', 'Kotlin', 'Node.js', 'Scala', 'SQL', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'Terraform', 'Yarn', 'React.js', 'Spring', 'Vue.js', 'AWS', 'DynamoDB', 'Elasticsearch', 'MongoDB', 'PostgreSQL']",21,1
27416,0,False,Undergraduate,1,Man,False,Dev,8,4,Philippines,19730.0,"['Bash/Shell', 'HTML/CSS', 'Python', 'SQL', 'Ansible', 'Docker', 'Git', 'Kubernetes', 'Terraform', 'Django', 'AWS', 'DigitalOcean', 'Google Cloud Platform', 'Elasticsearch', 'MySQL', 'Oracle', 'PostgreSQL']",17,0
27417,1,False,Undergraduate,1,Man,False,Dev,37,22,Canada,75631.0,"['C', 'C++', 'Kotlin', 'Swift', 'Docker', 'Git', 'Unity 3D', 'MongoDB']",8,0
27418,0,False,Undergraduate,1,Woman,True,Dev,15,10,Japan,43164.0,"['Go', 'Java', 'Node.js', 'PHP', 'Scala', 'TypeScript', 'Docker', 'Git', 'Express', 'Gatsby', 'jQuery', 'Laravel', 'React.js', 'Spring', 'Symfony', 'Vue.js', 'AWS', 'Google Cloud Platform', 'Heroku', 'IBM Cloud or Watson', 'Microsoft Azure', 'Cassandra', 'Couchbase', 'Elasticsearch', 'Firebase', 'MariaDB', 'MongoDB', 'MySQL', 'Oracle', 'PostgreSQL', 'Redis', 'SQLite']",32,1
27419,0,False,Master,1,Man,False,Dev,13,5,Denmark,72948.0,"['C#', 'HTML/CSS', 'JavaScript', 'Rust', 'SQL', 'Git', 'Terraform', 'ASP.NET Core ', 'AWS', 'Microsoft SQL Server', 'PostgreSQL', 'SQLite']",12,1
27420,1,False,Undergraduate,1,Man,False,Dev,12,6,United States of America,76000.0,"['C#', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'SQL', 'TypeScript', 'Docker', 'Git', 'Angular', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'Laravel', 'React.js', 'Spring', 'Vue.js', 'AWS', 'DigitalOcean', 'Microsoft Azure', 'Microsoft SQL Server', 'MySQL']",22,1
27421,0,False,Master,1,Man,False,NotDev,6,4,United States of America,150000.0,"['Python', 'SQL', 'Docker', 'AWS', 'Microsoft SQL Server']",5,0
27422,1,False,PhD,1,Man,False,Dev,38,15,Norway,99264.0,"['C++', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'TypeScript', 'Git', 'Angular', 'Google Cloud Platform', 'Oracle']",10,0
27423,0,False,Undergraduate,1,Man,False,Dev,8,4,United Kingdom of Great Britain and Northern Ireland,64630.0,"['Bash/Shell', 'Java', 'JavaScript', 'Kotlin', 'PHP', 'SQL', 'Docker', 'Git', 'Terraform', 'Yarn', 'Angular', 'Angular.js', 'jQuery', 'Laravel', 'React.js', 'Symfony', 'AWS', 'DynamoDB', 'MongoDB', 'MySQL', 'SQLite']",21,1
27424,1,False,Other,1,Man,False,Dev,33,15,United Kingdom of Great Britain and Northern Ireland,96945.0,"['Bash/Shell', 'C#', 'Elixir', 'Erlang', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'PHP', 'Python', 'Ruby', 'Rust', 'SQL', 'Swift', 'TypeScript', 'Ansible', 'Docker', 'Git', 'Kubernetes', 'Terraform', 'Yarn', 'Angular.js', 'Express', 'jQuery', 'React.js', 'Ruby on Rails', 'Symfony', 'Vue.js', 'AWS', 'DigitalOcean', 'Google Cloud Platform', 'Heroku', 'Microsoft Azure', 'DynamoDB', 'Elasticsearch', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']",40,1
27425,0,False,Undergraduate,1,Man,False,Dev,5,3,United States of America,86881.0,"['C#', 'C++', 'Python', 'Git', 'Microsoft Azure']",5,0
27426,0,False,PhD,1,Man,False,NotDev,17,12,France,48000.0,"['Bash/Shell', 'C', 'C++', 'Python', 'Docker', 'Git', 'Puppet', 'Elasticsearch', 'SQLite']",9,0
27427,0,False,Other,1,Woman,False,Dev,5,4,United States of America,54000.0,"['HTML/CSS', 'JavaScript', 'PHP', 'Docker', 'MySQL']",5,0
27428,0,False,Master,1,Man,False,Dev,4,0,France,40537.0,"['HTML/CSS', 'Java', 'JavaScript', 'Matlab', 'Node.js', 'Python', 'Ruby', 'SQL', 'TypeScript', 'Git', 'Angular', 'Angular.js', 'Express', 'React.js', 'Ruby on Rails', 'Spring', 'Heroku', 'Microsoft Azure', 'MongoDB', 'PostgreSQL']",20,1
27429,1,False,Undergraduate,1,Man,False,Dev,23,14,United States of America,105000.0,"['C#', 'HTML/CSS', 'JavaScript', 'Node.js', 'SQL', 'TypeScript', 'Docker', 'Git', 'Unity 3D', 'ASP.NET Core ', 'Express', 'React.js', 'AWS', 'Microsoft SQL Server', 'MongoDB']",15,1
27430,1,False,Other,1,Man,True,Dev,9,5,United States of America,168000.0,"['Bash/Shell', 'Go', 'HTML/CSS', 'SQL', 'Docker', 'Git', 'AWS', 'DigitalOcean', 'PostgreSQL', 'SQLite']",10,0
27431,1,False,Undergraduate,1,Woman,False,Dev,3,1,United States of America,75000.0,"['HTML/CSS', 'JavaScript', 'Node.js', 'PHP', 'SQL', 'jQuery', 'Laravel', 'React.js', 'MySQL']",9,0
27432,1,False,Master,0,Man,False,Dev,22,15,France,64859.0,"['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'Git', 'Angular', 'ASP.NET Core ', 'AWS', 'Microsoft Azure', 'Microsoft SQL Server']",10,0
27433,1,False,PhD,1,Woman,False,NotDev,10,10,Portugal,27240.0,"['C++', 'HTML/CSS', 'Java', 'JavaScript', 'Matlab', 'Python', 'R', 'SQL', 'Git', 'Django', 'Microsoft SQL Server', 'MySQL', 'PostgreSQL']",13,0
27434,0,False,Master,1,Man,False,NotDev,6,4,India,16752.0,"['JavaScript', 'Node.js', 'PHP', 'Python', 'VBA', 'Git', 'Express', 'jQuery', 'Vue.js', 'AWS', 'Google Cloud Platform', 'Elasticsearch', 'Firebase', 'MariaDB', 'MySQL', 'SQLite']",16,1
27435,0,False,Master,1,Man,True,Dev,22,13,Germany,92964.0,"['Bash/Shell', 'Go', 'Scala', 'Swift', 'Docker', 'Git', 'Kubernetes', 'AWS', 'Google Cloud Platform', 'Heroku', 'DynamoDB']",11,0
27436,1,False,NoHigherEd,1,Man,False,Dev,20,3,Spain,29186.0,"['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Node.js', 'TypeScript', 'Git', 'Yarn', 'Express', 'Gatsby', 'React.js', 'AWS', 'Google Cloud Platform']",12,1
27437,0,False,Master,1,Man,False,Dev,14,7,United Kingdom of Great Britain and Northern Ireland,51704.0,"['C#', 'HTML/CSS', 'JavaScript', 'Kotlin', 'SQL', 'TypeScript', 'Git', 'Angular', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'Microsoft Azure', 'Microsoft SQL Server', 'SQLite']",14,1
27438,1,False,Other,1,Man,False,Dev,40,18,Israel,127836.0,"['Bash/Shell', 'JavaScript', 'Node.js', 'PHP', 'Python', 'SQL', 'Docker', 'Git', 'Terraform', 'Yarn', 'Express', 'FastAPI', 'Laravel', 'React.js', 'Vue.js', 'AWS', 'Microsoft SQL Server', 'MySQL', 'PostgreSQL']",19,1
27439,1,False,Master,1,Man,False,Dev,30,8,United States of America,135000.0,"['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'Node.js', 'PowerShell', 'Python', 'SQL', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'Terraform', 'Angular.js', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'React.js', 'Vue.js', 'AWS', 'Microsoft Azure', 'Microsoft SQL Server', 'Redis']",23,1
27440,0,False,Undergraduate,1,Man,True,Dev,8,3,Pakistan,18672.0,"['Bash/Shell', 'Python', 'Git', 'MongoDB', 'PostgreSQL', 'SQLite']",6,1
27441,1,False,Master,1,Man,False,Dev,24,21,United States of America,172000.0,"['Bash/Shell', 'C', 'C++', 'Java', 'Node.js', 'PowerShell', 'Python', 'SQL', 'Docker', 'Git', 'Puppet', 'AWS', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']",16,1
27442,0,True,Undergraduate,1,Man,False,Dev,7,5,United States of America,80000.0,"['C#', 'Dart', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript', 'Git', 'Yarn', 'Angular', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'Google Cloud Platform', 'Microsoft Azure', 'Microsoft SQL Server', 'PostgreSQL']",16,1
27443,1,False,Undergraduate,1,Man,False,Dev,24,16,Bulgaria,55254.0,"['C#', 'SQL', 'Git', 'ASP.NET', 'Microsoft Azure', 'Microsoft SQL Server']",6,0
27444,1,False,Undergraduate,1,Man,False,Dev,17,8,Israel,131334.0,"['C#', 'Java', 'Git', 'AWS', 'Microsoft SQL Server']",5,1
27445,0,False,Master,1,Man,False,Dev,15,10,Russian Federation,47184.0,"['Dart', 'JavaScript', 'Kotlin', 'Node.js', 'PHP', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'Yarn', 'Express', 'Laravel', 'Vue.js', 'AWS', 'DigitalOcean', 'Elasticsearch', 'MongoDB', 'PostgreSQL', 'Redis']",19,1
27446,1,False,Undergraduate,1,Man,False,Dev,38,26,Canada,158826.0,"['Bash/Shell', 'C++', 'Python', 'SQL', 'Docker', 'Git', 'Kubernetes', 'AWS', 'PostgreSQL']",9,0
27447,1,False,Undergraduate,1,Man,False,Dev,19,15,United States of America,103000.0,"['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Git', 'Elasticsearch']",7,0
27448,1,False,Undergraduate,1,Man,False,Dev,19,15,United States of America,135000.0,"['C#', 'HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'SQL', 'TypeScript', 'Docker', 'Git', 'React.js', 'AWS', 'PostgreSQL', 'SQLite']",13,1
27449,1,False,Other,1,Man,True,Dev,21,14,South Africa,44028.0,"['HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL', 'Ansible', 'Git', 'Angular.js', 'Django', 'PostgreSQL']",10,0
27450,0,False,Undergraduate,1,Man,False,Dev,11,6,United Kingdom of Great Britain and Northern Ireland,58167.0,"['C#', 'HTML/CSS', 'JavaScript', 'TypeScript', 'Ansible', 'Git', 'Yarn', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'React.js', 'AWS', 'Microsoft Azure', 'Microsoft SQL Server']",14,1
27451,0,False,Undergraduate,1,Man,False,Dev,11,4,Canada,100590.0,"['Elixir', 'HTML/CSS', 'JavaScript', 'Node.js', 'Python', 'Ruby', 'Rust', 'Swift', 'TypeScript', 'Git', 'Kubernetes', 'Terraform', 'Yarn', 'Gatsby', 'React.js', 'Ruby on Rails', 'Svelte', 'Vue.js', 'Google Cloud Platform', 'Firebase']",20,0
27452,1,False,Undergraduate,1,Man,False,Dev,15,10,United Kingdom of Great Britain and Northern Ireland,142185.0,"['C#', 'F#', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript', 'Docker', 'Git', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'React.js', 'Heroku', 'Microsoft Azure', 'Elasticsearch', 'Microsoft SQL Server', 'MySQL', 'Redis']",19,1
27453,1,False,Master,1,Man,True,Dev,20,13,Ireland,72426.0,"['Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'SQL', 'Chef', 'Docker', 'Git', 'Kubernetes', 'Spring', 'Microsoft Azure', 'Microsoft SQL Server', 'SQLite']",13,1
27454,1,False,Master,0,Man,False,Dev,30,24,Netherlands,216196.0,"['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Node.js', 'SQL', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'Pulumi', 'Terraform', 'Unreal Engine', 'Yarn', 'Angular', 'Express', 'AWS', 'Google Cloud Platform', 'Microsoft Azure', 'DynamoDB', 'Elasticsearch', 'Firebase', 'Oracle']",22,1
27455,0,False,NoHigherEd,1,Man,False,Dev,12,9,Italy,21408.0,"['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'Node.js', 'PHP', 'PowerShell', 'SQL', 'TypeScript', 'Docker', 'Git', 'Kubernetes', 'Terraform', 'Xamarin', 'Angular', 'ASP.NET', 'ASP.NET Core ', 'Express', 'jQuery', 'React.js', 'Svelte', 'Vue.js', 'Microsoft Azure', 'Elasticsearch', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'PostgreSQL', 'SQLite']",29,1
27456,1,False,Undergraduate,1,Man,False,NotDev,20,18,United States of America,125000.0,"['C#', 'HTML/CSS', 'JavaScript', 'Node.js', 'PowerShell', 'TypeScript', 'Docker', 'Git', 'Angular', 'Angular.js', 'ASP.NET', 'Express', 'AWS', 'DigitalOcean', 'Heroku', 'Microsoft Azure']",16,1
27457,0,False,Undergraduate,1,Man,False,Dev,3,1,Colombia,7416.0,"['HTML/CSS', 'JavaScript', 'Node.js', 'PowerShell', 'SQL', 'TypeScript', 'Git', 'Angular', 'ASP.NET', 'Express', 'React.js', 'Heroku', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'PostgreSQL']",16,1
27458,0,False,Undergraduate,1,NonBinary,True,Dev,9,2,Brazil,10992.0,"['C', 'Dart', 'Elixir', 'Erlang', 'Go', 'Haskell', 'HTML/CSS', 'JavaScript', 'LISP', 'Node.js', 'Python', 'Ruby', 'Rust', 'SQL', 'TypeScript', 'Deno', 'Docker', 'Git', 'Yarn', 'Express', 'Flask', 'React.js', 'AWS', 'Google Cloud Platform', 'Heroku', 'Firebase', 'MariaDB', 'MongoDB', 'MySQL', 'PostgreSQL']",30,1
27459,0,False,Undergraduate,1,Man,False,Dev,10,6,Japan,71943.0,"['HTML/CSS', 'JavaScript', 'Node.js', 'TypeScript', 'Docker', 'Git', 'Yarn', 'Angular', 'Angular.js', 'AWS', 'Firebase', 'MySQL']",12,0
27460,1,False,Undergraduate,1,Man,False,NotDev,13,12,Philippines,47400.0,"['C#', 'Node.js', 'Python', 'Docker', 'Git', 'Kubernetes', 'Angular', 'Django', 'Elasticsearch', 'Redis']",10,0
